BB,"BB0,BB1,BB2,BB3,BB4,BB5,BB6,BB,BB8,BB9,B10,B11,B12,BB18"
NG,"NG1,NG2,NG3,NG4,NG5,NG6,NG7,NG8,NG9,NG10,NG11,NG12,NG13,NG14,NG15,NG16"
WV,"WV1,WV2,WV3,WV4,WV5,WV6,WV7,WV8,WV9,WV10,WV11,WV12,WV13,WV14,WV15,WV16"
DY,"DY1,DY2,DY3,DY4,DY5,DY6,DY7,DY8"
B,"B70,B71,B32,B38,B64,B65,B68,B69,B62,B63"
Extras,"ST19,WS6"
